Review,Sentiment
"I have been ordering breakfast over the past few weekends now and have been trying diferent options Have to say that the best experience has been with this particular outlet

I food the Cheese Masala Dosa and it was better than the lokojas I had from other joints There was no delivery charge only minimal packing charge And the pricing was very reasonable",1
change menu card what you have posted is pretty old lokoja Now the price hiked up and some new menus added i love kaju masala in this restaurant which is really awesome and veg briyani is decent not too much spicy,1
Masala dosa always the besttomato soup served at its bestworth fr wat u payworth giving a trythe restaurant can be made much more cleaner as it is a lil unclean,1
You get the best quality of food for a decent price its an amazing restaurant for food when you visit the restaurant you will understand that quality they are giving everything is open you can see the quality they are workingany complaint you have they will quick attend and fix it,1
"This is mushroom pepper drywhich i got todaydont try its very bad
They made mushroom pepper dry like coalplease take care and save your health",0
Food is above average Have food quite sometimes  taste and quality are consistent They can improve by following instructions for customization,1
first they forgot to send me my anjeer halwa and vada combo yesterday today you can see the quantity and type of food that they send,1
High quality breakfast always Quick delivery,1
YOU MAKE EVERYTHING SO TASTY I love the food from here clean nd neat packing tasty food,1
I have food kesar bath and it has to be more sweet,1
food breakfast was decent,1
nice food homely taste  please improve lil quantity,1
if u like intense flavors instead of mild flavors this is the restaurant Everything is intense here Dosa idli lemon ice tea etc  chutney  sambhar  garlic pudi dosa andavalakki dosa  are just amazing and out of the world,1
Loved the food and customer service here Feel home restaurant The staff and the owner of the restaurant are so polite and serve you to your satisfaction Must visit restaurant if you are missing home food and especially for their rasam,1
Dayum food wad real nice,1
awesome delivery agent hats off,1
Nice food and nice ambience to enjoy a nice breakfast Servicing was little delayed but enjoyed the food Behavior was very nice Worth the price,1
Nice new restaurant with a very wide selection of Middle Eastern food Nice outdoor seating area and friendly staff Will definitely be going back to try more items,1
Hanoi is the capital of Vietnam so as the name suggests i went here to try some of its authentic vietnamese food as it was lokoja of the highest rated restaurants in the vicinity The restaurant was quiet and decent with a beautiful ambience The staffs here were extremely courteous We food Spiced Mekong Delta Prawns  Chicken Pho The prawns were full of flavors and spicy The Pho was like a broth with traditional herbs flat noodles  chicken Had an amazing experience with the vietnamese cuisine,1
Very nice restaurant to have Vietnamese cuisine You can enjoy variety of dishes Grilled fish was awesome I food some deserts as well and they were tasty Vegetarian people can also have variety of options,1
If you are looking for taste and quantity visit this amazing food joint I had the pho and the bun nuoc  both of which were delicious and very filling If you are a seafood fan this restaurant is a mustvisit,1
"Location is pretty nice as well as ambience Visited the restaurant looking at the reviews Everything from the appetizers to the dessert was great

Brilliant Service as well The waiting can get quite long on weekends so its best to make a reservation
Looking forward to to coming here again",1
"lokoja of my favorite brewery in bengaluru at the moment Amazing beers on tap with a wide range of food as well Tried the Thai beef Mind blown
Must visit

chugnchowwordpresscom",1
We visited here for dinner It has roof top view which makes it a perfect restaurant for dinner in awesome Services weather Speaking about food we found ala carte is better than buffet optionas we have tried both The service is little slow,1
"Last night team dinner 

Had great time with yummy food with amazing desserts 

Rating 45

Dont forget to follow my Instagram page chalokhaayein",1
"Amazing restaurant for roof top lovers
Food great food they serve very fresh n delicious food
Service polite n quick
Ambience Pleasant n fresh ambience
Just in luv wth this restaurant",1
"Great restaurant to hangout and elegant design of ambiance with beautifully decorated
Food was excellent as well as drinks
Service was superb
I will definitely visit again with my friends thats for sure
Highly recommend this restaurant",1
